id,level,section,row,seat,zone,price,x,y,z,dist_singer_ft,dist_pit_ft,horiz_angle_deg,elev_to_singer_deg,overhang,overhang_depth_ft,overhang_opening_ft,overhang_d_over_h,headroom_ft,opening_angle_deg,prosc_top_clipped,visible_prosc_height_ft,pit_visible,stage_width_visible,ceiling_reflection_singer,ceiling_reflection_pit,direct_level_db,score
orchestra:W:102,orchestra,center_even,W,102,ORC3,180,2.87,7.53,85.47,93.5,72.0,1.8,0.8,grand_tier,9.0,22.3,0.4,20.8,62.2,False,31.5,0.0,1.0,True,False,-8.8,71.9
orchestra:W:104,orchestra,center_even,W,104,ORC3,180,4.62,7.53,85.42,93.5,72.0,2.8,0.8,grand_tier,9.0,22.3,0.4,20.8,62.2,False,31.5,0.0,1.0,True,False,-8.8,71.9
orchestra:W:106,orchestra,center_even,W,106,ORC3,180,6.37,7.53,85.34,93.6,72.1,3.9,0.8,grand_tier,9.0,22.3,0.4,20.8,62.2,False,31.5,0.0,1.0,True,False,-8.8,71.9
orchestra:W:108,orchestra,center_even,W,108,ORC3,180,8.12,7.53,85.25,93.6,72.2,5.0,0.8,grand_tier,9.0,22.3,0.4,20.9,62.2,False,31.5,0.0,1.0,True,False,-8.8,71.9
orchestra:W:110,orchestra,center_even,W,110,ORC3,180,9.87,7.53,85.13,93.7,72.3,6.0,0.8,grand_tier,9.0,22.4,0.4,20.9,62.3,False,31.5,0.0,1.0,True,False,-8.8,71.8
orchestra:W:112,orchestra,center_even,W,112,ORC3,180,11.61,7.53,84.98,93.7,72.4,7.1,0.8,grand_tier,9.5,22.3,0.43,21.1,60.8,False,31.5,0.0,1.0,True,False,-8.8,71.8
orchestra:W:114,orchestra,center_even,W,114,ORC3,180,13.35,7.53,84.82,93.8,72.5,8.2,0.8,grand_tier,9.5,22.4,0.43,21.2,60.9,False,31.5,0.0,1.0,True,False,-8.9,71.8
orchestra:W:116,orchestra,center_even,W,116,ORC3,180,15.09,7.53,84.62,93.9,72.7,9.3,0.8,grand_tier,10.0,22.4,0.45,21.3,59.5,False,31.5,0.0,1.0,True,False,-8.9,71.7
orchestra:W:118,orchestra,center_even,W,118,ORC3,180,16.83,7.53,84.41,93.9,72.8,10.3,0.8,grand_tier,10.0,22.5,0.45,21.4,59.7,False,31.5,0.0,1.0,True,False,-8.9,71.7
orchestra:W:120,orchestra,center_even,W,120,ORC3,180,18.56,7.53,84.17,94.0,73.0,11.4,0.8,grand_tier,10.5,22.4,0.47,21.5,58.4,False,31.5,0.0,1.0,True,False,-8.9,71.7
orchestra:W:122,orchestra,center_even,W,122,ORC3,180,20.29,7.53,83.91,94.1,73.2,12.4,0.8,grand_tier,10.5,22.5,0.47,21.6,58.5,False,31.5,0.0,1.0,True,False,-8.9,71.6
orchestra:W:124,orchestra,center_even,W,124,ORC3,180,22.02,7.53,83.63,94.2,73.5,13.5,0.8,grand_tier,11.0,22.5,0.49,21.7,57.2,False,31.5,0.0,1.0,True,False,-8.9,71.6
orchestra:W:1,orchestra,side_odd,W,1,ORC3,180,-27.17,7.53,82.64,94.6,74.3,16.7,0.8,grand_tier,11.5,22.7,0.51,21.9,56.2,False,31.5,0.0,0.99,True,False,-8.9,69.1
orchestra:W:3,orchestra,side_odd,W,3,ORC3,180,-28.88,7.53,82.26,94.8,74.6,17.7,0.8,grand_tier,11.5,22.7,0.51,21.9,56.2,False,31.5,0.0,0.98,True,False,-8.9,67.4
orchestra:W:5,orchestra,side_odd,W,5,ORC4,110,-30.59,7.53,81.86,94.9,74.9,18.8,0.8,grand_tier,11.6,22.7,0.51,21.8,56.1,False,31.5,0.0,0.97,True,False,-9.0,65.6
orchestra:W:7,orchestra,side_odd,W,7,ORC4,110,-32.29,7.53,81.44,95.1,75.2,19.8,0.8,grand_tier,11.5,22.8,0.51,21.6,56.2,False,31.5,0.0,0.96,True,False,-9.0,64.0
orchestra:W:9,orchestra,side_odd,W,9,ORC4,110,-33.98,7.53,81.0,95.3,75.6,20.9,0.8,grand_tier,11.5,22.8,0.51,21.5,56.1,False,31.5,0.0,0.95,True,False,-9.0,62.2
orchestra:W:11,orchestra,side_odd,W,11,ORC4,110,-35.67,7.53,80.53,95.5,75.9,21.9,0.8,grand_tier,11.1,22.8,0.49,21.3,57.3,False,31.5,0.0,0.94,True,False,-9.0,60.5
orchestra:W:13,orchestra,side_odd,W,13,ORC4,110,-37.35,7.53,80.04,95.6,76.3,23.0,0.8,grand_tier,11.0,22.7,0.49,21.1,57.1,False,31.5,0.0,0.93,True,False,-9.0,58.7
orchestra:W:15,orchestra,side_odd,W,15,ORC4,110,-39.02,7.53,79.53,95.8,76.7,24.0,0.8,boxes,0.0,10.6,0.0,6.3,89.2,False,31.5,0.0,0.92,True,False,-9.0,57.0
orchestra:W:17,orchestra,side_odd,W,17,ORC4,110,-40.69,7.53,79.0,96.0,77.1,25.1,0.8,boxes,3.0,10.8,0.28,6.2,63.5,False,31.5,0.0,0.91,True,False,-9.1,55.2
orchestra:W:19,orchestra,side_odd,W,19,ORC4,110,-42.34,7.53,78.44,96.3,77.5,26.1,0.8,boxes,6.0,11.1,0.54,6.1,45.2,False,31.5,0.0,0.9,False,False,-9.1,47.5
orchestra:W:21,orchestra,side_odd,W,21,ORC4,110,-44.0,7.53,77.86,96.5,78.0,27.1,0.8,boxes,8.5,11.3,0.76,6.0,35.2,False,31.5,0.0,0.89,False,False,-9.1,45.8
orchestra:W:23,orchestra,side_odd,W,23,ORC4,110,-45.64,7.53,77.26,96.7,78.4,28.2,0.8,boxes,11.0,11.4,0.96,5.9,28.5,False,31.5,0.0,0.88,False,False,-9.1,43.8
orchestra:W:2,orchestra,side_even,W,2,ORC3,180,27.17,7.53,82.64,94.6,74.3,16.7,0.8,grand_tier,11.5,22.7,0.51,21.9,56.2,False,31.5,0.0,0.99,True,False,-8.9,69.1
orchestra:W:4,orchestra,side_even,W,4,ORC3,180,28.88,7.53,82.26,94.8,74.6,17.7,0.8,grand_tier,11.5,22.7,0.51,21.9,56.2,False,31.5,0.0,0.98,True,False,-8.9,67.4
orchestra:W:6,orchestra,side_even,W,6,ORC4,110,30.59,7.53,81.86,94.9,74.9,18.8,0.8,grand_tier,11.6,22.7,0.51,21.8,56.1,False,31.5,0.0,0.97,True,False,-9.0,65.6
orchestra:W:8,orchestra,side_even,W,8,ORC4,110,32.29,7.53,81.44,95.1,75.2,19.8,0.8,grand_tier,11.5,22.8,0.51,21.6,56.2,False,31.5,0.0,0.96,True,False,-9.0,64.0
orchestra:W:10,orchestra,side_even,W,10,ORC4,110,33.98,7.53,81.0,95.3,75.6,20.9,0.8,grand_tier,11.5,22.8,0.51,21.5,56.1,False,31.5,0.0,0.95,True,False,-9.0,62.2
orchestra:W:12,orchestra,side_even,W,12,ORC4,110,35.67,7.53,80.53,95.5,75.9,21.9,0.8,grand_tier,11.1,22.8,0.49,21.3,57.3,False,31.5,0.0,0.94,True,False,-9.0,60.5
orchestra:W:14,orchestra,side_even,W,14,ORC4,110,37.35,7.53,80.04,95.6,76.3,23.0,0.8,grand_tier,11.0,22.7,0.49,21.1,57.1,False,31.5,0.0,0.93,True,False,-9.0,58.7
orchestra:W:16,orchestra,side_even,W,16,ORC4,110,39.02,7.53,79.53,95.8,76.7,24.0,0.8,boxes,0.0,10.6,0.0,6.3,89.2,False,31.5,0.0,0.92,True,False,-9.0,57.0
orchestra:W:18,orchestra,side_even,W,18,ORC4,110,40.69,7.53,79.0,96.0,77.1,25.1,0.8,boxes,3.0,10.8,0.28,6.2,63.5,False,31.5,0.0,0.91,True,False,-9.1,55.2
orchestra:W:20,orchestra,side_even,W,20,ORC4,110,42.34,7.53,78.44,96.3,77.5,26.1,0.8,boxes,6.0,11.1,0.54,6.1,45.2,False,31.5,0.0,0.9,False,False,-9.1,47.5
orchestra:W:22,orchestra,side_even,W,22,ORC4,110,44.0,7.53,77.86,96.5,78.0,27.1,0.8,boxes,8.5,11.3,0.76,6.0,35.2,False,31.5,0.0,0.89,False,False,-9.1,45.8
orchestra:W:24,orchestra,side_even,W,24,ORC4,110,45.64,7.53,77.26,96.7,78.4,28.2,0.8,boxes,11.0,11.4,0.96,5.9,28.5,False,31.5,0.0,0.88,False,False,-9.1,43.8
orchestra:X:101,orchestra,center_odd,X,101,ORC3,180,-2.87,7.77,88.47,96.5,75.0,1.7,0.6,grand_tier,12.0,22.3,0.54,21.7,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.5
orchestra:X:103,orchestra,center_odd,X,103,ORC3,180,-4.62,7.77,88.42,96.5,75.0,2.7,0.6,grand_tier,12.0,22.3,0.54,21.6,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.5
orchestra:X:105,orchestra,center_odd,X,105,ORC3,180,-6.37,7.77,88.35,96.6,75.1,3.8,0.6,grand_tier,12.0,22.3,0.54,21.7,54.8,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:107,orchestra,center_odd,X,107,ORC3,180,-8.12,7.77,88.25,96.6,75.2,4.8,0.6,grand_tier,12.0,22.3,0.54,21.7,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:109,orchestra,center_odd,X,109,ORC3,180,-9.87,7.77,88.13,96.6,75.2,5.9,0.6,grand_tier,12.0,22.4,0.54,21.8,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:111,orchestra,center_odd,X,111,ORC3,180,-11.61,7.77,87.99,96.7,75.4,6.9,0.6,grand_tier,12.5,22.3,0.56,21.9,53.6,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:113,orchestra,center_odd,X,113,ORC3,180,-13.35,7.77,87.83,96.8,75.5,7.9,0.6,grand_tier,12.5,22.4,0.56,22.0,53.7,False,31.5,0.0,1.0,True,False,-9.1,70.3
orchestra:X:115,orchestra,center_odd,X,115,ORC3,180,-15.09,7.77,87.64,96.8,75.6,9.0,0.6,grand_tier,13.0,22.3,0.58,22.1,52.5,False,31.5,0.0,1.0,False,False,-9.1,64.3
orchestra:X:117,orchestra,center_odd,X,117,ORC3,180,-16.83,7.77,87.43,96.9,75.8,10.0,0.6,grand_tier,13.1,22.4,0.58,22.2,52.6,False,31.5,0.0,1.0,False,False,-9.1,64.3
orchestra:X:119,orchestra,center_odd,X,119,ORC3,180,-18.56,7.77,87.2,97.0,76.0,11.0,0.6,grand_tier,13.6,22.4,0.61,22.3,51.4,False,31.5,0.0,1.0,False,False,-9.1,64.2
orchestra:X:121,orchestra,center_odd,X,121,ORC3,180,-20.3,7.77,86.95,97.1,76.2,12.1,0.6,grand_tier,13.5,22.5,0.6,22.4,51.7,False,31.5,0.0,1.0,False,False,-9.2,64.2
orchestra:X:102,orchestra,center_even,X,102,ORC3,180,2.87,7.77,88.47,96.5,75.0,1.7,0.6,grand_tier,12.0,22.3,0.54,21.7,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.5
orchestra:X:104,orchestra,center_even,X,104,ORC3,180,4.62,7.77,88.42,96.5,75.0,2.7,0.6,grand_tier,12.0,22.3,0.54,21.6,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.5
orchestra:X:106,orchestra,center_even,X,106,ORC3,180,6.37,7.77,88.35,96.6,75.1,3.8,0.6,grand_tier,12.0,22.3,0.54,21.7,54.8,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:108,orchestra,center_even,X,108,ORC3,180,8.12,7.77,88.25,96.6,75.2,4.8,0.6,grand_tier,12.0,22.3,0.54,21.7,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:110,orchestra,center_even,X,110,ORC3,180,9.87,7.77,88.13,96.6,75.2,5.9,0.6,grand_tier,12.0,22.4,0.54,21.8,54.9,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:112,orchestra,center_even,X,112,ORC3,180,11.61,7.77,87.99,96.7,75.4,6.9,0.6,grand_tier,12.5,22.3,0.56,21.9,53.6,False,31.5,0.0,1.0,True,False,-9.1,70.4
orchestra:X:114,orchestra,center_even,X,114,ORC3,180,13.35,7.77,87.83,96.8,75.5,7.9,0.6,grand_tier,12.5,22.4,0.56,22.0,53.7,False,31.5,0.0,1.0,True,False,-9.1,70.3
orchestra:X:116,orchestra,center_even,X,116,ORC3,180,15.09,7.77,87.64,96.8,75.6,9.0,0.6,grand_tier,13.0,22.3,0.58,22.1,52.5,False,31.5,0.0,1.0,False,False,-9.1,64.3
orchestra:X:118,orchestra,center_even,X,118,ORC3,180,16.83,7.77,87.43,96.9,75.8,10.0,0.6,grand_tier,13.1,22.4,0.58,22.2,52.6,False,31.5,0.0,1.0,False,False,-9.1,64.3
orchestra:X:120,orchestra,center_even,X,120,ORC3,180,18.56,7.77,87.2,97.0,76.0,11.0,0.6,grand_tier,13.6,22.4,0.61,22.3,51.4,False,31.5,0.0,1.0,False,False,-9.1,64.2
orchestra:X:122,orchestra,center_even,X,122,ORC3,180,20.3,7.77,86.95,97.1,76.2,12.1,0.6,grand_tier,13.5,22.5,0.6,22.4,51.7,False,31.5,0.0,1.0,False,False,-9.2,64.2
orchestra:X:1,orchestra,side_odd,X,1,ORC3,180,-27.18,7.77,85.7,97.6,77.1,16.2,0.6,grand_tier,14.5,22.6,0.64,22.7,49.6,False,31.5,0.0,0.99,False,False,-9.2,62.2
orchestra:X:3,orchestra,side_odd,X,3,ORC3,180,-28.89,7.77,85.34,97.7,77.4,17.2,0.6,grand_tier,14.5,22.7,0.64,22.7,49.7,False,31.5,0.0,0.98,False,False,-9.2,60.5
orchestra:X:5,orchestra,side_odd,X,5,ORC4,110,-30.6,7.77,84.95,97.9,77.7,18.2,0.6,grand_tier,15.1,22.6,0.67,22.6,48.4,False,31.5,0.0,0.97,False,False,-9.2,58.8
orchestra:X:7,orchestra,side_odd,X,7,ORC4,110,-32.3,7.77,84.53,98.0,78.0,19.2,0.6,grand_tier,15.0,22.6,0.66,22.5,48.5,False,31.5,0.0,0.96,False,False,-9.2,57.2
orchestra:X:9,orchestra,side_odd,X,9,ORC4,110,-34.0,7.77,84.1,98.2,78.3,20.3,0.6,grand_tier,14.5,22.8,0.64,22.3,49.7,False,31.5,0.0,0.95,False,False,-9.2,55.4
orchestra:X:11,orchestra,side_odd,X,11,ORC4,110,-35.69,7.77,83.64,98.4,78.7,21.3,0.6,grand_tier,14.6,22.7,0.64,22.2,49.5,False,31.5,0.0,0.94,False,False,-9.3,53.7
orchestra:X:13,orchestra,side_odd,X,13,ORC4,110,-37.37,7.77,83.16,98.5,79.0,22.3,0.6,grand_tier,14.0,22.8,0.62,22.0,50.7,False,31.5,0.0,0.93,False,False,-9.3,52.0
orchestra:X:15,orchestra,side_odd,X,15,ORC4,110,-39.05,7.77,82.66,98.7,79.4,23.3,0.6,boxes,1.0,10.5,0.1,6.0,80.0,False,31.5,0.0,0.92,False,False,-9.3,50.3
orchestra:X:17,orchestra,side_odd,X,17,ORC4,110,-40.72,7.77,82.14,98.9,79.8,24.3,0.6,boxes,4.0,10.7,0.38,5.9,55.7,False,31.5,0.0,0.91,True,False,-9.3,54.4
orchestra:X:19,orchestra,side_odd,X,19,ORC4,110,-42.38,7.77,81.59,99.1,80.2,25.3,0.6,boxes,7.0,10.9,0.64,5.8,40.0,False,31.5,0.0,0.9,False,False,-9.3,46.5
orchestra:X:21,orchestra,side_odd,X,21,ORC4,110,-44.03,7.77,81.03,99.3,80.6,26.3,0.6,boxes,9.5,11.1,0.86,5.7,31.5,False,31.5,0.0,0.89,False,False,-9.3,44.6
orchestra:X:23,orchestra,side_odd,X,23,ORC4,110,-45.68,7.77,80.44,99.5,81.1,27.3,0.6,boxes,12.0,11.3,1.06,5.6,25.8,False,31.5,0.0,0.88,False,False,-9.4,42.7
orchestra:X:2,orchestra,side_even,X,2,ORC3,180,27.18,7.77,85.7,97.6,77.1,16.2,0.6,grand_tier,14.5,22.6,0.64,22.7,49.6,False,31.5,0.0,0.99,False,False,-9.2,62.2
orchestra:X:4,orchestra,side_even,X,4,ORC3,180,28.89,7.77,85.34,97.7,77.4,17.2,0.6,grand_tier,14.5,22.7,0.64,22.7,49.7,False,31.5,0.0,0.98,False,False,-9.2,60.5
orchestra:X:6,orchestra,side_even,X,6,ORC4,110,30.6,7.77,84.95,97.9,77.7,18.2,0.6,grand_tier,15.1,22.6,0.67,22.6,48.4,False,31.5,0.0,0.97,False,False,-9.2,58.8
orchestra:X:8,orchestra,side_even,X,8,ORC4,110,32.3,7.77,84.53,98.0,78.0,19.2,0.6,grand_tier,15.0,22.6,0.66,22.5,48.5,False,31.5,0.0,0.96,False,False,-9.2,57.2
orchestra:X:10,orchestra,side_even,X,10,ORC4,110,34.0,7.77,84.1,98.2,78.3,20.3,0.6,grand_tier,14.5,22.8,0.64,22.3,49.7,False,31.5,0.0,0.95,False,False,-9.2,55.4
orchestra:X:12,orchestra,side_even,X,12,ORC4,110,35.69,7.77,83.64,98.4,78.7,21.3,0.6,grand_tier,14.6,22.7,0.64,22.2,49.5,False,31.5,0.0,0.94,False,False,-9.3,53.7
orchestra:X:14,orchestra,side_even,X,14,ORC4,110,37.37,7.77,83.16,98.5,79.0,22.3,0.6,grand_tier,14.0,22.8,0.62,22.0,50.7,False,31.5,0.0,0.93,False,False,-9.3,52.0
orchestra:X:16,orchestra,side_even,X,16,ORC4,110,39.05,7.77,82.66,98.7,79.4,23.3,0.6,boxes,1.0,10.5,0.1,6.0,80.0,False,31.5,0.0,0.92,False,False,-9.3,50.3
orchestra:X:18,orchestra,side_even,X,18,ORC4,110,40.72,7.77,82.14,98.9,79.8,24.3,0.6,boxes,4.0,10.7,0.38,5.9,55.7,False,31.5,0.0,0.91,True,False,-9.3,54.4
orchestra:X:20,orchestra,side_even,X,20,ORC4,110,42.38,7.77,81.59,99.1,80.2,25.3,0.6,boxes,7.0,10.9,0.64,5.8,40.0,False,31.5,0.0,0.9,False,False,-9.3,46.5
orchestra:X:22,orchestra,side_even,X,22,ORC4,110,44.03,7.77,81.03,99.3,80.6,26.3,0.6,boxes,9.5,11.1,0.86,5.7,31.5,False,31.5,0.0,0.89,False,False,-9.3,44.6
orchestra:X:24,orchestra,side_even,X,24,ORC4,110,45.68,7.77,80.44,99.5,81.1,27.3,0.6,boxes,12.0,11.3,1.06,5.6,25.8,False,31.5,0.0,0.88,False,False,-9.4,42.7
orchestra:Y:101,orchestra,center_odd,Y,101,ORC3,180,-2.87,8.01,91.47,99.5,78.0,1.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:103,orchestra,center_odd,Y,103,ORC3,180,-4.62,8.01,91.42,99.5,78.0,2.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:105,orchestra,center_odd,Y,105,ORC3,180,-6.37,8.01,91.35,99.6,78.1,3.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:107,orchestra,center_odd,Y,107,ORC3,180,-8.12,8.01,91.26,99.6,78.1,4.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:109,orchestra,center_odd,Y,109,ORC3,180,-9.87,8.01,91.14,99.6,78.2,5.7,0.5,grand_tier,15.0,22.3,0.67,22.6,48.5,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:111,orchestra,center_odd,Y,111,ORC3,180,-11.61,8.01,91.01,99.7,78.3,6.7,0.5,grand_tier,15.5,22.2,0.7,22.7,47.3,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:113,orchestra,center_odd,Y,113,ORC3,180,-13.35,8.01,90.85,99.7,78.5,7.7,0.5,grand_tier,15.5,22.3,0.7,22.8,47.4,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:115,orchestra,center_odd,Y,115,ORC3,180,-15.09,8.01,90.66,99.8,78.6,8.7,0.5,grand_tier,16.0,22.3,0.72,22.9,46.3,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:117,orchestra,center_odd,Y,117,ORC3,180,-16.83,8.01,90.46,99.9,78.8,9.7,0.5,grand_tier,16.1,22.4,0.72,23.0,46.4,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:119,orchestra,center_odd,Y,119,ORC3,180,-18.57,8.01,90.23,100.0,78.9,10.7,0.5,grand_tier,16.1,22.5,0.71,23.1,46.6,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:121,orchestra,center_odd,Y,121,ORC3,180,-20.3,8.01,89.98,100.1,79.1,11.7,0.5,grand_tier,16.5,22.5,0.73,23.3,45.7,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:123,orchestra,center_odd,Y,123,ORC3,180,-22.03,8.01,89.71,100.2,79.3,12.7,0.5,grand_tier,16.5,22.6,0.73,23.4,45.8,False,31.5,0.0,1.0,False,False,-9.4,62.7
orchestra:Y:102,orchestra,center_even,Y,102,ORC3,180,2.87,8.01,91.47,99.5,78.0,1.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:104,orchestra,center_even,Y,104,ORC3,180,4.62,8.01,91.42,99.5,78.0,2.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:106,orchestra,center_even,Y,106,ORC3,180,6.37,8.01,91.35,99.6,78.1,3.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:108,orchestra,center_even,Y,108,ORC3,180,8.12,8.01,91.26,99.6,78.1,4.7,0.5,grand_tier,15.0,22.3,0.67,22.5,48.4,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:110,orchestra,center_even,Y,110,ORC3,180,9.87,8.01,91.14,99.6,78.2,5.7,0.5,grand_tier,15.0,22.3,0.67,22.6,48.5,False,31.5,0.0,1.0,False,False,-9.4,63.0
orchestra:Y:112,orchestra,center_even,Y,112,ORC3,180,11.61,8.01,91.01,99.7,78.3,6.7,0.5,grand_tier,15.5,22.2,0.7,22.7,47.3,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:114,orchestra,center_even,Y,114,ORC3,180,13.35,8.01,90.85,99.7,78.5,7.7,0.5,grand_tier,15.5,22.3,0.7,22.8,47.4,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:116,orchestra,center_even,Y,116,ORC3,180,15.09,8.01,90.66,99.8,78.6,8.7,0.5,grand_tier,16.0,22.3,0.72,22.9,46.3,False,31.5,0.0,1.0,False,False,-9.4,62.9
orchestra:Y:118,orchestra,center_even,Y,118,ORC3,180,16.83,8.01,90.46,99.9,78.8,9.7,0.5,grand_tier,16.1,22.4,0.72,23.0,46.4,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:120,orchestra,center_even,Y,120,ORC3,180,18.57,8.01,90.23,100.0,78.9,10.7,0.5,grand_tier,16.1,22.5,0.71,23.1,46.6,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:122,orchestra,center_even,Y,122,ORC3,180,20.3,8.01,89.98,100.1,79.1,11.7,0.5,grand_tier,16.5,22.5,0.73,23.3,45.7,False,31.5,0.0,1.0,False,False,-9.4,62.8
orchestra:Y:124,orchestra,center_even,Y,124,ORC3,180,22.03,8.01,89.71,100.2,79.3,12.7,0.5,grand_tier,16.5,22.6,0.73,23.4,45.8,False,31.5,0.0,1.0,False,False,-9.4,62.7
orchestra:Y:1,orchestra,side_odd,Y,1,ORC3,180,-27.19,8.01,88.76,100.5,80.0,15.7,0.5,grand_tier,17.5,22.6,0.77,23.5,44.0,False,31.5,0.0,0.99,False,False,-9.5,61.3
orchestra:Y:3,orchestra,side_odd,Y,3,ORC3,180,-28.9,8.01,88.4,100.6,80.3,16.7,0.5,boxes,0.0,10.5,0.0,6.4,89.5,False,31.5,0.0,0.98,False,False,-9.5,59.6
orchestra:Y:5,orchestra,side_odd,Y,5,ORC4,110,-30.61,8.01,88.02,100.8,80.6,17.7,0.5,boxes,0.0,10.4,0.0,6.3,89.5,False,31.5,0.0,0.97,False,False,-9.5,57.9
orchestra:Y:7,orchestra,side_odd,Y,7,ORC4,110,-32.32,8.01,87.62,100.9,80.8,18.7,0.4,boxes,0.0,10.4,0.0,6.2,89.6,False,31.5,0.0,0.97,False,False,-9.5,56.9
orchestra:Y:9,orchestra,side_odd,Y,9,ORC4,110,-34.01,8.01,87.19,101.1,81.2,19.7,0.4,grand_tier,18.0,22.6,0.8,23.2,43.1,False,31.5,0.0,0.96,False,False,-9.5,55.2
orchestra:Y:11,orchestra,side_odd,Y,11,ORC4,110,-35.7,8.01,86.75,101.3,81.5,20.6,0.4,grand_tier,17.5,22.8,0.77,23.0,44.1,False,31.5,0.0,0.95,False,False,-9.5,53.6
orchestra:Y:13,orchestra,side_odd,Y,13,ORC4,110,-37.39,8.01,86.28,101.4,81.8,21.6,0.4,boxes,0.0,10.2,0.0,5.9,89.6,False,31.5,0.0,0.94,False,False,-9.5,51.7
orchestra:Y:15,orchestra,side_odd,Y,15,ORC4,110,-39.07,8.01,85.79,101.6,82.2,22.6,0.4,boxes,2.0,10.3,0.19,5.8,70.6,False,31.5,0.0,0.93,False,False,-9.5,49.8
orchestra:Y:17,orchestra,side_odd,Y,17,ORC4,110,-40.74,8.01,85.28,101.8,82.5,23.6,0.4,boxes,5.0,10.6,0.48,5.7,48.8,False,31.5,0.0,0.92,False,False,-9.6,47.9
orchestra:Y:19,orchestra,side_odd,Y,19,ORC4,110,-42.41,8.01,84.74,102.0,82.9,24.6,0.4,boxes,7.5,10.7,0.7,5.6,37.0,False,31.5,0.0,0.91,False,False,-9.6,46.0
orchestra:Y:21,orchestra,side_odd,Y,21,ORC4,110,-44.07,8.01,84.19,102.2,83.3,25.5,0.4,boxes,10.5,11.0,0.96,5.5,28.3,False,31.5,0.0,0.9,False,False,-9.6,44.2
orchestra:Y:23,orchestra,side_odd,Y,23,ORC4,110,-45.72,8.01,83.61,102.4,83.7,26.5,0.4,boxes,13.0,11.1,1.17,5.4,23.3,False,31.5,0.0,0.89,False,False,-9.6,40.6
orchestra:Y:2,orchestra,side_even,Y,2,ORC3,180,27.19,8.01,88.76,100.5,80.0,15.7,0.5,grand_tier,17.5,22.6,0.77,23.5,44.0,False,31.5,0.0,0.99,False,False,-9.5,61.3
orchestra:Y:4,orchestra,side_even,Y,4,ORC3,180,28.9,8.01,88.4,100.6,80.3,16.7,0.5,boxes,0.0,10.5,0.0,6.4,89.5,False,31.5,0.0,0.98,False,False,-9.5,59.6
orchestra:Y:6,orchestra,side_even,Y,6,ORC4,110,30.61,8.01,88.02,100.8,80.6,17.7,0.5,boxes,0.0,10.4,0.0,6.3,89.5,False,31.5,0.0,0.97,False,False,-9.5,57.9
orchestra:Y:8,orchestra,side_even,Y,8,ORC4,110,32.32,8.01,87.62,100.9,80.8,18.7,0.4,boxes,0.0,10.4,0.0,6.2,89.6,False,31.5,0.0,0.97,False,False,-9.5,56.9
orchestra:Y:10,orchestra,side_even,Y,10,ORC4,110,34.01,8.01,87.19,101.1,81.2,19.7,0.4,grand_tier,18.0,22.6,0.8,23.2,43.1,False,31.5,0.0,0.96,False,False,-9.5,55.2
orchestra:Y:12,orchestra,side_even,Y,12,ORC4,110,35.7,8.01,86.75,101.3,81.5,20.6,0.4,grand_tier,17.5,22.8,0.77,23.0,44.1,False,31.5,0.0,0.95,False,False,-9.5,53.6
